CODE,CLASS,NAME,THEME,COLOR,TECHNIQUE,FABRIC,DYE,SHAPE,HISTORY,CAPTION_ID,CAPTION_EN,Image_Path
Data 7 Batik Wagastu (Parang Sayap),Malang,Parang Sayap,FAUNA (Burung pipit/Sparrow) // CULTURE (Motif parang/Parang Pattern),"Biru navy, coklat",Tulis,Primisima,Sintetis,Non-geometris,"Batik Parang Sayap terinspirasi dari burung yang terbang di atas kebun. Motif ini menggabungkan dinamika parang dengan keanggunan sayap, melambangkan semangat dan ketangguhan hidup.","Parang Sayap merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah biru navy dan coklat, membentuk motif utama burung pipit dan motif parang. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Batik Parang Sayap terinspirasi dari burung yang terbang di atas kebun. Motif ini menggabungkan dinamika parang dengan keanggunan sayap, melambangkan semangat dan ketangguhan hidup.","The batik fabric features the Malang motif, characterized by navy blue, chocolate motifs. The dominant motifs include sparrow and parang pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Wagastu (Parang Sayap).jpg
Data 8 Batik Wagastu (Batik Musim Gugur),Malang,Batik Musim Gugur,FLORA (Pohon Mangga/Mango Tree),"Merah, tosca",Tulis,Primisima,Sintetis,Non-geometris,"Batik Daun Pohon Mangga terinspirasi dari daun mangga yang gugur di halaman rumah batik Wagastu, melambangkan siklus kehidupan, ketulusan, dan pembaruan.","Batik Musim Gugur merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah merah dan tosca, membentuk motif utama pohon mangga. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Batik Daun Pohon Mangga terinspirasi dari daun mangga yang gugur di halaman rumah batik Wagastu, melambangkan siklus kehidupan, ketulusan, dan pembaruan.","The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg
Data 9 Batik Wagastu (Bon Kelengkeng),Malang,Bon Kelengkeng,FLORA (Pohon kelengkeng/Longan Tree),"Biru navy, Brick Red",Tulis,Primisima,Sintetis,Non-geometris,"Batik Pohon Kelengkeng terinspirasi dari pohon kelengkeng yang berbuah lebat di halaman studio batik, melambangkan kesuburan, kemakmuran, dan hasil dari kerja keras","Bon Kelengkeng merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah biru navy dan brick red, membentuk motif utama pohon kelengkeng. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Batik Pohon Kelengkeng terinspirasi dari pohon kelengkeng yang berbuah lebat di halaman studio batik, melambangkan kesuburan, kemakmuran, dan hasil dari kerja keras","The batik fabric features the Malang motif, characterized by navy blue, brick red motifs. The dominant motifs include longan tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Wagastu (Bon Kelengkeng).jpg
Data 10 Batik Wagastu (Nandur Kopi),Malang,Nandur Kopi,FLORA (Pohon kopi/Coffee Tree),"Brick Red, tosca",Tulis,Primisima,Sintetis,Non-geometris,"Batik Nandur Kopi di Kebun terinspirasi dari pengalaman menanam kopi saat berlibur, melambangkan ketenangan, kerja keras, dan kedekatan dengan alam","Nandur Kopi merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah brick red dan tosca, membentuk motif utama pohon kopi. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Batik Nandur Kopi di Kebun terinspirasi dari pengalaman menanam kopi saat berlibur, melambangkan ketenangan, kerja keras, dan kedekatan dengan alam","The batik fabric features the Malang motif, characterized by brick red, turquoise motifs. The dominant motifs include coffee tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Wagastu (Nandur Kopi).jpg
Data 11 Batik Wagastu (Kebun Apel),Malang,Kebun Apel,FLORA (Pohon apel/Apple Tree),"Coklat, merah",Tulis,Primisima,Sintetis,Non-geometris,"Batik Kebun Apel terinspirasi dari keindahan kebun apel di Kota Batu yang sedang berbuah lebat, melambangkan kesuburan, kemakmuran, dan hasil dari ketekunan.","Kebun Apel merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah coklat dan merah, membentuk motif utama pohon apel. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Batik Kebun Apel terinspirasi dari keindahan kebun apel di Kota Batu yang sedang berbuah lebat, melambangkan kesuburan, kemakmuran, dan hasil dari ketekunan.","The batik fabric features the Malang motif, characterized by chocolate, red motifs. The dominant motifs include apple tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Wagastu (Kebun Apel).jpg
Data 12 Batik Wagastu (Rambatan Anggur),Malang,Rambatan Anggur,FLORA (Pohon anggur/Grape Tree),"Brick Red,Hijau",Tulis,Primisima,Sintetis,Non-geometris,Motif batik yang terinspirasi dari kesabaran petani dalam menunggu hasil panen di kebun anggur di Batu,"Rambatan Anggur merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah brick red dan hijau, membentuk motif utama pohon anggur. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Motif batik yang terinspirasi dari kesabaran petani dalam menunggu hasil panen di kebun anggur di Batu","The batik fabric features the Malang motif, characterized by brick red, green motifs. The dominant motifs include grape tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Wagastu (Rambatan Anggur).jpg
Data 13 Batik Wagastu (Sayap Rona Harapan),Malang,Sayap Rona Harapan,FLORA (Pohon Mangga/Mango Tree) // FAUNA (Burung pipit/Sparrows) ,"Brick Red, coklat",Tulis,Primisima,Sintetis,Non-geometris,Pembuatan motif batik terinspirasi dari kebaya peserta Malang Fashion Week yang terdapat sayap burung dengan gagah yang merupakan wujud perpaduan antara tradisi dan inovasi dalam dunia fashion.,"Sayap Rona Harapan merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah brick red dan coklat, membentuk motif utama pohon mangga dan burung pipit. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Pembuatan motif batik terinspirasi dari kebaya peserta Malang Fashion Week yang terdapat sayap burung dengan gagah yang merupakan wujud perpaduan antara tradisi dan inovasi dalam dunia fashion.","The batik fabric features the Malang motif, characterized by brick red, chocolate motifs. The dominant motifs include mango tree and sparrows. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Wagastu (Sayap Rona Harapan).jpg
Data 14 Batik Wagastu (Budidaya Melati),Malang,Budidaya Melati,FLORA (Tanaman melati/Jasmine Plant),"Oren, Biru",Tulis,Primisima,Sintetis,Non-Geometris,"Dalam prosesnya pembatik mengamati bentuk bunga melati yang kecil namun elegan, serta pola pertumbuhannya yang menjalar dengan daun-daun hijau yang rimbun di kebun yang dekat dengan rumah batik wagastu.","Budidaya Melati merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah oren dan biru, membentuk motif utama tanaman melati. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Dalam prosesnya pembatik mengamati bentuk bunga melati yang kecil namun elegan, serta pola pertumbuhannya yang menjalar dengan daun-daun hijau yang rimbun di kebun yang dekat dengan rumah batik wagastu.","The batik fabric features the Malang motif, characterized by orange, blue motifs. The dominant motifs include jasmine plant. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Wagastu (Budidaya Melati).jpg
Data 15 Batik Wagastu (Palma),Malang,Palma,FLORA (Pohon palma/Palm Tree),"Mahogany brown, kuning",Tulis,Primisima,Sintetis,Non-Geometris,"Pohon palma menggambarkan kerukunan agama dan budaya di Kota Malang, kota yang dikenal dengan keberagaman dan keharmonisannya. Pohon palma, dengan bentuknya yang kokoh dan daunnya yang menjulur ke segala arah, melambangkan persatuan.","Palma merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah mahogany brown dan kuning, membentuk motif utama pohon palma. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Pohon palma menggambarkan kerukunan agama dan budaya di Kota Malang, kota yang dikenal dengan keberagaman dan keharmonisannya. Pohon palma, dengan bentuknya yang kokoh dan daunnya yang menjulur ke segala arah, melambangkan persatuan.","The batik fabric features the Malang motif, characterized by mahogany brown, yellow motifs. The dominant motifs include palm tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Wagastu (Palma).jpg
Data 16 Batik Wagastu (Komposisi Topeng Tukaran),Malang,Komposisi Topeng Tukaran,"FLORA (Tanaman Air mata pengantin/Coral Vine Plant, Carolina Plant) // CULTURE (Topeng/Mask) ","Brick red, spektrum blue",Tulis,Primisima,Sintetis,Non-Geometris,"Pembuatan motif batik yang terinspirasi dari pementasan topeng sebagai bagian dari budaya Kota Malang. Topeng Malangan, dengan karakteristiknya yang kuat, ekspresif, dan penuh filosofi, menjadi sumber inspirasi utama dalam proses penciptaan motif batik ini.","Komposisi Topeng Tukaran merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah brick red dan spektrum blue, membentuk motif utama tanaman air mata pengantin dan topeng. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Pembuatan motif batik yang terinspirasi dari pementasan topeng sebagai bagian dari budaya Kota Malang. Topeng Malangan, dengan karakteristiknya yang kuat, ekspresif, dan penuh filosofi, menjadi sumber inspirasi utama dalam proses penciptaan motif batik ini.","The batik fabric features the Malang motif, characterized by brick red, blue spectrum motifs. The dominant motifs include coral vine plant, carolina plant and mask. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 16 Batik Wagastu (Komposisi Topeng Tukaran).jpg
Data 17 Batik Wagastu (Komposisi Topeng Panji dan Sekartaji Kasmaran),Malang,Komposisi Panji dan Sekartaji Kasmaran,"CULTURE (Topeng/Mask, Topeng Sekarjati/Sekarjati Mask, Topeng Malang/Malang Mask, Topeng Panji, Mask Panji) ","Biru navy, magenta",Tulis,Primisima,Sintetis,Geometris,"Pembuatan motif batik yang terinspirasi dari pementasan topeng sebagai bagian dari budaya Kota Malang. Topeng Malangan, dengan karakteristiknya yang kuat, ekspresif, dan penuh filosofi, menjadi sumber inspirasi utama dalam proses penciptaan motif batik ini.","Komposisi Panji dan Sekartaji Kasmaran merupakan mahakarya kelas Batik Malang dengan tata letak geometris. Warna yang digunakan adalah biru navy dan magenta, membentuk motif utama topeng. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Pembuatan motif batik yang terinspirasi dari pementasan topeng sebagai bagian dari budaya Kota Malang. Topeng Malangan, dengan karakteristiknya yang kuat, ekspresif, dan penuh filosofi, menjadi sumber inspirasi utama dalam proses penciptaan motif batik ini.","The batik fabric features the Malang motif, characterized by navy blue, magenta motifs. The dominant motifs include mask, topeng sekarjati. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Wagastu (Komposisi Topeng Panji dan Sekartaji Kasmaran).jpg
Data 18 Batik Wagastu (Motif Liris),Malang,Motif Liris,CULTURE (Motif Liris/Liris Pattern) // NATURE (Air hujan/Rainwater),Brick red,Tulis,Primisima,Sintetis,Geometris,Proses pembuatan motif berawal dari suasana hujan dan gemericik yang menyelimuti di Kabupaten Malang,"Motif Liris merupakan mahakarya kelas Batik Malang dengan tata letak geometris. Warna yang digunakan adalah brick red, membentuk motif utama motif liris dan air hujan. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Proses pembuatan motif berawal dari suasana hujan dan gemericik yang menyelimuti di Kabupaten Malang","The batik fabric features the Malang motif, characterized by brick red motifs. The dominant motifs include liris pattern and rainwater. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 18 Batik Wagastu (Motif Liris).jpg
Data 19 Batik Wagastu (Nyanyian Burung Pipit),Malang,Nyanyian Burung Pipit,FAUNA (Burung pipit/Sparrow) ,"Kuning, hijau",Tulis,Primisima,Sintetis,Non-Geometris,Pembuatan motif batik terinspirasi dari suara burung pipit di belakang rumah batik Wagastu merupakan proses yang menggabungkan kepekaan terhadap alam dengan seni tradisional. Suara khas burung pipit yang merdu dan ritmis menjadi sumber inspirasi dalam menciptakan pola-pola burung yang cantik yang merepresentasikan harmoni alam.,"Nyanyian Burung Pipit merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah kuning dan hijau, membentuk motif utama burung pipit. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Pembuatan motif batik terinspirasi dari suara burung pipit di belakang rumah batik Wagastu merupakan proses yang menggabungkan kepekaan terhadap alam dengan seni tradisional. Suara khas burung pipit yang merdu dan ritmis menjadi sumber inspirasi dalam menciptakan pola-pola burung yang cantik yang merepresentasikan harmoni alam.","The batik fabric features the Malang motif, characterized by yellow, green motifs. The dominant motifs include sparrow. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Wagastu (Nyanyian Burung Pipit).jpg
Data 20 Batik Wagastu (Komposisi Liris dan Bunga),Malang,Komposisi Liris dan Bunga,FLORA (Purple Mallow Plants) // CULTURE (Motif Liris/Liris Pattern),"Coklat, oren",Tulis,Primisima,Sintetis,Non-Geometris,"Keindahan aneka bunga yang bermekaran di Taman Purwodadi yang bermekaran melambangkan kehidupan, keindahan, dan harmoni alam.","Komposisi Liris dan Bunga merupakan mahakarya kelas Batik Malang dengan tata letak non-geometris. Warna yang digunakan adalah coklat dan oren, membentuk motif utama purple mallow plants dan motif liris. Dibuat dengan teknik tulis menggunakan pewarna sintetis pada kain Primisima. Secara filosofis, Keindahan aneka bunga yang bermekaran di Taman Purwodadi yang bermekaran melambangkan kehidupan, keindahan, dan harmoni alam.","The batik fabric features the Malang motif, characterized by chocolate, orange motifs. The dominant motifs include purple mallow plants and liris pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Wagastu (Komposisi Liris dan Bunga).jpg
